		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010010  230  221  240  231  241  244  268  296 17.770186 0.023017 SUCCESS 126
111010100  255  236  240  253  230  240  240  258  2.991619 0.934882 SUCCESS 127
111010110  220  245  234  241  236  246  227  241  4.523176 0.807110 SUCCESS 128
111011000  249  246  281  240  258  249  258  268 10.095457 0.258390 SUCCESS 129
111011010  236  220  250  217  259  245  244  235  7.302432 0.504382 SUCCESS 130
111011100  251  213  246  231  257  214  226  241 11.029643 0.200025 SUCCESS 131
111100000  233  255  245  231  227  232  260  253  5.025221 0.754877 SUCCESS 132
111100010  241  220  241  236  249  261  253  233  4.993446 0.758276 SUCCESS 133
111100100  252  250  244  248  233  259  229  253  3.237346 0.918592 SUCCESS 134
111100110  236  233  261  243  217  238  219  244  7.966530 0.436746 SUCCESS 135
111101000  249  253  236  236  253  256  221  221  6.456157 0.596275 SUCCESS 136
111101010  241  254  232  250  253  249  246  250  1.819120 0.986064 SUCCESS 137
111101100  232  249  258  225  264  253  252  259  6.296222 0.614088 SUCCESS 138
111101110  262  232  236  244  273  243  242  243  5.818538 0.667550 SUCCESS 139
111110000  233  240  233  240  234  244  260  263  4.204366 0.838230 SUCCESS 140
111110010  247  263  229  264  237  236  247  253  5.050641 0.752150 SUCCESS 141
111110100  241  253  254  244  249  233  254  264  3.500020 0.899188 SUCCESS 142
111110110  256  278  266  220  249  251  261  243 11.464961 0.176719 SUCCESS 143
111111000  235  249  227  252  241  260  270  239  6.015543 0.645491 SUCCESS 144
111111010  234  268  242  252  244  239  251  260  4.510466 0.808385 SUCCESS 145
111111100  241  277  228  249  218  255  234  254 10.062623 0.260658 SUCCESS 146
111111110  234  291  228  220  261  246  262  256 16.483297 0.035962 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  247  251  242  267  225  248  207  232 10.546662 0.228732 SUCCESS   0
000000011  219  218  266  272  218  253  214  241 17.996848 0.021250 SUCCESS   1
000000101  249  268  224  249  279  246  240  254  9.985303 0.266059 SUCCESS   2
000000111  223  197  267  299  227  234  216  249 31.402733 0.000119 FAILURE   3
000001001  240  206  236  244  244  241  253  253  7.218757 0.513225 SUCCESS   4
000001011  244  251  243  259  272  249  234  249  5.070765 0.749987 SUCCESS   5
000001101  235  247  262  258  232  260  231  235  5.330261 0.721764 SUCCESS   6
000001111  248  202  239  291  244  230  216  245 21.201889 0.006630 FAILURE   7
000010001  223  247  222  267  211  262  247  251 12.454223 0.132059 SUCCESS   8
000010011  248  221  255  240  245  265  264  271  9.485376 0.303017 SUCCESS   9
000010101  242  264  218  229  250  253  238  243  6.197720 0.625095 SUCCESS  10
000010111  245  278  230  250  287  251  232  274 18.248929 0.019436 SUCCESS  11
000011001  263  266  241  242  274  244  257  271 11.140855 0.193845 SUCCESS  12
000011011  220  261  255  254  234  237  249  250  5.482781 0.704947 SUCCESS  13
000011101  261  228  247  257  259  221  263  235  8.110576 0.422744 SUCCESS  14
000011111  243  210  230  263  262  242  230  242  9.530920 0.299503 SUCCESS  15
000100011  219  250  234  261  251  265  225  264  9.731103 0.284408 SUCCESS  16
000100101  247  246  240  265  236  210  231  229  8.880591 0.352469 SUCCESS  17
000100111  227  247  247  235  251  228  250  266  5.140670 0.742441 SUCCESS  18
000101001  252  244  241  238  258  245  214  256  5.724272 0.678086 SUCCESS  19
000101011  234  242  241  246  249  249  256  239  1.419814 0.993961 SUCCESS  20
000101101  254  235  258  234  218  231  246  227  6.894652 0.548041 SUCCESS  21
000101111  256  252  244  250  265  247  238  235  3.399399 0.906856 SUCCESS  22
000110011  255  234  256  271  246  230  245  229  6.425441 0.599689 SUCCESS  23
000110101  260  243  242  224  214  256  258  231  8.795858 0.359809 SUCCESS  24
000110111  227  272  258  244  227  230  248  263  9.010869 0.341380 SUCCESS  25
000111001  246  248  270  261  228  273  235  246  9.123141 0.332015 SUCCESS  26
000111011  267  245  221  242  261  240  233  235  6.660576 0.573657 SUCCESS  27
000111101  216  250  228  251  271  244  234  225  9.843375 0.276192 SUCCESS  28
000111111  250  215  243  238  278  258  235  245  9.937641 0.269430 SUCCESS  29
001000011  244  273  238  259  248  236  280  250 10.571023 0.227210 SUCCESS  30
001000101  251  260  229  274  230  253  246  226  8.604149 0.376781 SUCCESS  31
001000111  208  257  225  241  239  266  232  253 10.917371 0.206425 SUCCESS  32
001001011  254  260  256  231  250  222  234  244  5.462657 0.707174 SUCCESS  33
001001101  230  229  269  256  228  256  270  225 11.118613 0.195069 SUCCESS  34
001001111  216  237  257  235  255  252  223  252  7.538626 0.479783 SUCCESS  35
001010011  258  243  249  234  234  224  225  235  5.408640 0.713140 SUCCESS  36
001010101  252  253  219  232  249  240  242  253  4.419377 0.817444 SUCCESS  37
001010111  238  244  247  246  260  237  266  230  4.364300 0.822851 SUCCESS  38
001011011  250  241  248  242  223  223  253  238  4.544359 0.804979 SUCCESS  39
001011101  244  264  220  246  254  240  256  251  5.437237 0.709983 SUCCESS  40
001011111  277  253  255  238  253  232  245  233  7.056705 0.530527 SUCCESS  41
001100101  264  257  216  223  243  232  262  278 14.461346 0.070505 SUCCESS  42
001100111  258  234  222  233  223  243  232  227  7.609590 0.472504 SUCCESS  43
001101011  243  263  230  224  236  217  267  229 10.658934 0.221783 SUCCESS  44
001101101  236  223  249  226  230  262  258  228  7.779057 0.455345 SUCCESS  45
001101111  229  247  268  250  239  225  224  262  8.295931 0.405110 SUCCESS  46
001110101  254  235  236  251  225  252  244  242  3.077412 0.929406 SUCCESS  47
001110111  237  257  258  235  228  264  247  257  5.598231 0.692134 SUCCESS  48
001111011  207  240  260  219  234  258  242  252 11.185340 0.191417 SUCCESS  49
001111101  242  250  242  228  262  232  239  275  7.412585 0.492841 SUCCESS  50
001111111  272  226  233  249  255  256  225  251  8.157180 0.418269 SUCCESS  51
010000011  251  267  252  259  240  246  241  257  4.447975 0.814615 SUCCESS  52
010000111  236  232  253  276  264  231  269  241 10.607035 0.224974 SUCCESS  53
010001011  258  251  234  243  226  245  265  212  9.069123 0.336498 SUCCESS  54
010001111  204  256  228  235  258  255  237  268 12.819636 0.118208 SUCCESS  55
010010011  219  239  272  243  220  260  249  237  9.932345 0.269807 SUCCESS  56
010010111  261  263  251  236  241  214  226  222 10.547721 0.228665 SUCCESS  57
010011011  236  216  245  239  239  270  234  225  8.677231 0.370252 SUCCESS  58
010011111  243  244  232  263  241  269  236  251  5.280480 0.727220 SUCCESS  59
010100011  222  231  223  248  252  248  225  235  6.986800 0.538058 SUCCESS  60
010100111  245  227  242  240  223  235  235  270  6.769670 0.561675 SUCCESS  61
010101011  249  252  226  232  238  241  244  264  4.252029 0.833699 SUCCESS  62
010101111  261  272  246  243  269  235  264  238  9.325442 0.315590 SUCCESS  63
010110011  230  245  249  221  233  247  239  229  4.854695 0.772988 SUCCESS  64
010110111  256  240  243  262  211  223  258  243  9.388992 0.310551 SUCCESS  65
010111011  260  238  237  260  244  234  256  243  3.546623 0.895541 SUCCESS  66
010111111  282  284  249  229  243  237  239  214 18.060398 0.020778 SUCCESS  67
011000111  245  243  253  225  253  247  222  226  5.726390 0.677849 SUCCESS  68
011001111  246  252  209  226  237  240  245  235  7.539685 0.479674 SUCCESS  69
011010111  259  248  230  231  215  246  246  233  6.724126 0.566669 SUCCESS  70
011011111  243  259  254  269  243  254  260  259  6.401080 0.602400 SUCCESS  71
011101111  237  259  239  232  217  268  251  257  8.321351 0.402726 SUCCESS  72
011111111  279  273  261  250  247  250  233  252 11.006341 0.201340 SUCCESS  73
100000000  247  251  242  267  225  248  207  232 10.546662 0.228732 SUCCESS  74
100010000  269  247  253  246  228  250  261  249  5.560101 0.696373 SUCCESS  75
100100000  235  245  273  253  255  282  251  240 11.073068 0.197593 SUCCESS  76
100101000  251  257  229  248  254  221  247  246  4.664045 0.792805 SUCCESS  77
100110000  239  236  258  256  254  237  237  247  2.682342 0.952686 SUCCESS  78
100111000  232  221  259  247  221  251  247  250  6.508056 0.590514 SUCCESS  79
101000000  253  251  238  248  253  263  215  255  6.694469 0.569927 SUCCESS  80
101000100  244  229  265  254  267  239  259  222  8.568137 0.380025 SUCCESS  81
101001000  234  239  243  251  241  268  280  254  9.073360 0.336145 SUCCESS  82
101001100  273  255  231  242  243  246  235  240  5.227522 0.733004 SUCCESS  83
101010000  266  282  251  248  233  265  262  240 12.165070 0.143989 SUCCESS  84
101010100  256  256  249  257  258  257  243  248  3.584753 0.892513 SUCCESS  85
101011000  247  292  223  205  228  242  217  225 23.909122 0.002374 FAILURE  86
101011100  227  220  232  238  240  253  242  225  6.464630 0.595334 SUCCESS  87
101100000  227  240  213  243  216  249  240  263 10.457692 0.234359 SUCCESS  88
101100100  240  235  241  266  245  241  232  242  3.180151 0.922548 SUCCESS  89
101101000  224  225  244  226  241  236  248  222  7.116018 0.524169 SUCCESS  90
101101100  261  233  251  225  250  237  247  229  4.846222 0.773879 SUCCESS  91
101110000  243  253  237  245  258  242  245  247  1.430406 0.993804 SUCCESS  92
101110100  218  237  241  257  232  251  244  271  7.733513 0.459925 SUCCESS  93
101111000  231  235  239  210  245  222  258  248  9.083952 0.335264 SUCCESS  94
101111100  257  258  266  235  257  237  253  254  5.562219 0.696137 SUCCESS  95
110000000  231  230  251  252  229  245  216  232  6.984681 0.538286 SUCCESS  96
110000010  216  200  226  252  239  259  219  246 16.992757 0.030185 SUCCESS  97
110000100  256  261  241  239  239  236  251  249  2.648449 0.954449 SUCCESS  98
110001000  260  245  250  277  250  256  245  272  9.834901 0.276805 SUCCESS  99
110001010  244  234  260  244  267  250  219  246  6.554659 0.585351 SUCCESS 100
110010000  232  259  255  262  265  263  266  258  9.613535 0.293205 SUCCESS 101
110010010  260  265  242  236  233  242  233  247  4.315579 0.827588 SUCCESS 102
110010100  260  255  229  241  246  241  262  239  4.100568 0.847938 SUCCESS 103
110011000  234  217  288  267  258  217  232  264 20.153313 0.009771 FAILURE 104
110011010  226  248  237  254  246  235  248  223  4.405608 0.818801 SUCCESS 105
110100000  251  240  219  260  255  244  245  253  4.852577 0.773211 SUCCESS 106
110100010  238  237  242  256  249  232  272  197 14.414742 0.071576 SUCCESS 107
110100100  232  230  270  224  226  260  259  252  9.680263 0.288188 SUCCESS 108
110101000  244  252  263  245  243  239  252  243  2.160172 0.975703 SUCCESS 109
110101010  253  255  256  257  247  258  245  259  3.925805 0.863755 SUCCESS 110
110101100  248  284  233  218  238  233  226  218 15.182639 0.055690 SUCCESS 111
110110000  253  233  209  255  258  261  257  232  9.933404 0.269731 SUCCESS 112
110110010  245  227  228  247  247  227  244  233  4.184242 0.840130 SUCCESS 113
110110100  230  233  244  239  228  252  253  243  3.184388 0.922259 SUCCESS 114
110111000  238  245  226  234  240  244  247  249  2.196184 0.974399 SUCCESS 115
110111010  242  226  234  225  233  227  234  254  6.009188 0.646203 SUCCESS 116
110111100  217  226  275  220  217  230  252  267 17.455613 0.025699 SUCCESS 117
111000000  223  235  252  278  215  214  240  234 15.312917 0.053339 SUCCESS 118
111000010  262  233  240  238  245  252  247  257  3.112364 0.927109 SUCCESS 119
111000100  234  259  233  238  247  261  235  266  5.676609 0.683404 SUCCESS 120
111000110  248  262  267  242  243  267  275  239 10.025552 0.263237 SUCCESS 121
111001000  228  265  245  238  238  259  244  237  4.421495 0.817235 SUCCESS 122
111001010  231  267  232  257  229  239  270  218 11.080483 0.197181 SUCCESS 123
111001100  238  235  235  244  237  228  232  275  6.842753 0.553690 SUCCESS 124
111010000  230  232  265  265  259  241  234  261  7.780116 0.455239 SUCCESS 125
111010010  236  245  274  235  263  223  246  252  8.094689 0.424276 SUCCESS 126
111010100  254  249  232  262  228  227  250  240  5.052759 0.751923 SUCCESS 127
111010110  254  241  240  212  241  229  229  225  8.428327 0.392786 SUCCESS 128
111011000  261  245  232  254  254  257  254  235  4.127047 0.845483 SUCCESS 129
111011010  243  259  264  251  230  240  230  244  4.579311 0.801447 SUCCESS 130
111011100  228  251  262  254  258  242  237  230  4.963789 0.761439 SUCCESS 131
111100000  230  217  250  263  223  233  232  236  8.935668 0.347752 SUCCESS 132
111100010  250  258  240  265  250  242  222  266  7.146734 0.520887 SUCCESS 133
111100100  243  252  239  223  232  234  254  246  3.755279 0.878501 SUCCESS 134
111100110  217  238  215  259  244  238  241  255  8.508824 0.385407 SUCCESS 135
111101000  225  244  231  263  282  225  237  258 12.446809 0.132354 SUCCESS 136
111101010  262  260  239  248  243  240  239  233  3.309369 0.913471 SUCCESS 137
111101100  235  247  242  245  264  254  244  260  3.564629 0.894116 SUCCESS 138
111101110  243  250  246  247  251  232  236  237  1.519376 0.992381 SUCCESS 139
111110000  258  210  254  252  256  241  251  241  7.305609 0.504047 SUCCESS 140
111110010  227  267  241  233  235  228  240  224  7.267479 0.508068 SUCCESS 141
111110100  248  224  237  255  247  230  260  268  6.858640 0.551958 SUCCESS 142
111110110  266  270  234  216  262  247  240  247 10.145238 0.254980 SUCCESS 143
111111000  264  247  251  236  255  270  238  241  5.726390 0.677849 SUCCESS 144
111111010  252  227  264  230  236  246  268  241  6.774966 0.561095 SUCCESS 145
111111100  245  246  250  248  237  267  217  236  6.056850 0.640864 SUCCESS 146
111111110  279  273  261  250  247  250  233  252 11.006341 0.201340 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  240  223  260  262  261  222  241  7.852140 0.448045 SUCCESS   0
000000011  236  234  264  237  259  252  248  258  4.682051 0.790955 SUCCESS   1
000000101  262  244  273  240  228  250  228  259  8.245091 0.409903 SUCCESS   2
000000111  247  268  268  248  232  255  233  242  6.595967 0.580784 SUCCESS   3
000001001  226  241  226  255  241  250  262  236  5.147025 0.741753 SUCCESS   4
000001011  268  243  278  234  239  249  256  264 10.199255 0.251318 SUCCESS   5
000001101  226  214  248  254  232  247  235  258  7.539685 0.479674 SUCCESS   6
000001111  275  245  252  247  259  251  250  250  5.769816 0.672998 SUCCESS   7
000010001  248  240  221  258  236  237  238  232  4.493519 0.810081 SUCCESS   8
000010011  235  235  224  256  260  233  241  226  6.044140 0.642287 SUCCESS   9
000010101  235  271  244  239  234  232  242  238  4.759370 0.782958 SUCCESS  10
000010111  249  252  278  242  233  235  244  252  6.384133 0.604286 SUCCESS  11
000011001  259  258  240  246  265  229  231  254  5.798413 0.669801 SUCCESS  12
000011011  249  241  263  272  246  240  218  249  8.022666 0.431259 SUCCESS  13
000011101  228  264  236  245  249  231  225  243  5.443592 0.709281 SUCCESS  14
000011111  234  244  235  249  227  225  254  237  4.308165 0.828305 SUCCESS  15
000100011  231  247  249  254  239  252  247  247  1.722736 0.988364 SUCCESS  16
000100101  231  266  246  257  248  242  248  238  3.779640 0.876438 SUCCESS  17
000100111  234  243  229  259  235  225  217  264  9.039467 0.338978 SUCCESS  18
000101001  260  231  257  264  239  227  263  251  7.236763 0.511317 SUCCESS  19
000101011  238  258  265  242  210  234  277  255 13.287788 0.102324 SUCCESS  20
000101101  260  239  238  236  255  250  255  249  2.866637 0.942446 SUCCESS  21
000101111  228  229  239  235  231  249  242  258  4.200129 0.838631 SUCCESS  22
000110011  261  228  253  256  271  232  252  256  7.782235 0.455026 SUCCESS  23
000110101  235  218  231  235  243  227  230  268  8.835047 0.356402 SUCCESS  24
000110111  251  243  244  234  251  228  241  258  2.798851 0.946340 SUCCESS  25
000111001  235  254  253  237  260  264  234  234  4.924600 0.765604 SUCCESS  26
000111011  244  267  225  248  249  260  228  246  6.115105 0.634340 SUCCESS  27
000111101  275  252  243  250  252  255  224  236  7.212402 0.513899 SUCCESS  28
000111111  246  245  248  247  236  244  229  241  1.407104 0.994145 SUCCESS  29
001000011  231  251  240  245  237  223  225  216  8.012074 0.432292 SUCCESS  30
001000101  221  234  238  239  216  248  264  227  9.301081 0.317537 SUCCESS  31
001000111  242  257  242  226  225  258  220  255  7.464484 0.487444 SUCCESS  32
001001011  234  264  244  241  247  231  261  232  4.743482 0.784608 SUCCESS  33
001001101  223  250  230  235  257  272  249  249  7.430591 0.490965 SUCCESS  34
001001111  219  268  235  252  233  235  216  258 10.748963 0.216333 SUCCESS  35
001010011  264  246  245  251  239  245  259  240  3.015980 0.933351 SUCCESS  36
001010101  251  232  225  228  268  256  221  236  9.032052 0.339599 SUCCESS  37
001010111  238  228  258  217  248  218  281  273 17.441844 0.025823 SUCCESS  38
001011011  235  246  239  254  266  268  250  233  6.004951 0.646677 SUCCESS  39
001011101  245  247  226  238  228  235  230  254  4.301810 0.828918 SUCCESS  40
001011111  248  244  241  229  241  248  240  248  1.314957 0.995371 SUCCESS  41
001100101  248  245  221  246  247  251  211  235  7.584170 0.475105 SUCCESS  42
001100111  255  255  225  248  253  240  259  222  6.032490 0.643592 SUCCESS  43
001101011  224  244  254  273  238  228  242  250  7.087421 0.527231 SUCCESS  44
001101101  240  233  243  252  243  261  253  254  2.823211 0.944957 SUCCESS  45
001101111  248  232  261  259  249  248  218  231  6.616091 0.578562 SUCCESS  46
001110101  256  245  226  257  216  263  250  241  7.743045 0.458964 SUCCESS  47
001110111  248  250  243  258  253  252  224  250  3.489428 0.900009 SUCCESS  48
001111011  260  258  262  235  228  250  248  245  4.904476 0.767735 SUCCESS  49
001111101  233  258  270  238  219  218  259  241 10.880300 0.208574 SUCCESS  50
001111111  244  226  226  247  251  241  233  222  5.658603 0.685412 SUCCESS  51
010000011  269  243  218  247  262  237  222  244  9.196223 0.326014 SUCCESS  52
010000111  229  226  237  235  251  234  220  219  8.703710 0.367904 SUCCESS  53
010001011  226  229  216  234  228  205  256  240 14.403092 0.071845 SUCCESS  54
010001111  256  249  239  226  214  235  221  261  9.870913 0.274203 SUCCESS  55
010010011  249  246  228  253  247  254  267  270  7.052468 0.530983 SUCCESS  56
010010111  236  254  249  265  245  255  278  231  8.735485 0.365099 SUCCESS  57
010011011  240  240  260  207  278  278  246  234 17.223655 0.027863 SUCCESS  58
010011111  233  264  242  252  248  232  254  252  3.842131 0.871079 SUCCESS  59
010100011  250  236  248  233  254  255  237  257  2.845454 0.943678 SUCCESS  60
010100111  229  244  237  258  267  253  250  254  5.109954 0.745762 SUCCESS  61
010101011  260  241  224  231  266  237  215  241  9.432418 0.307140 SUCCESS  62
010101111  240  239  264  235  230  243  251  276  7.565105 0.477061 SUCCESS  63
010110011  252  228  268  263  219  246  246  217 11.110139 0.195536 SUCCESS  64
010110111  243  257  262  255  236  251  250  239  3.299837 0.914157 SUCCESS  65
010111011  237  253  237  245  251  242  226  244  2.378361 0.967162 SUCCESS  66
010111111  264  246  243  218  232  257  238  262  7.423177 0.491737 SUCCESS  67
011000111  226  243  240  254  237  252  234  238  2.953489 0.937242 SUCCESS  68
011001111  247  246  247  247  241  247  273  223  5.619414 0.689777 SUCCESS  69
011010111  220  239  235  255  249  259  241  233  5.034754 0.753855 SUCCESS  70
011011111  253  231  266  266  256  247  241  231  6.521825 0.588988 SUCCESS  71
011101111  237  240  256  253  281  251  226  247  8.606267 0.376591 SUCCESS  72
011111111  238  218  234  262  243  242  200  226 14.503713 0.069545 SUCCESS  73
100000000  250  240  223  260  262  261  222  241  7.852140 0.448045 SUCCESS  74
100010000  223  227  241  219  237  238  233  223  8.638042 0.373744 SUCCESS  75
100100000  256  259  267  258  275  247  243  258  9.462074 0.304826 SUCCESS  76
100101000  229  250  251  256  239  245  255  254  2.941838 0.937954 SUCCESS  77
100110000  283  245  245  240  257  266  234  263 11.154624 0.193091 SUCCESS  78
100111000  246  274  242  231  238  248  235  256  5.717917 0.678795 SUCCESS  79
101000000  262  255  262  229  224  262  262  228  9.702506 0.286530 SUCCESS  80
101000100  245  234  238  261  193  248  241  245 12.984866 0.112371 SUCCESS  81
101001000  242  258  229  263  222  233  238  266  8.097866 0.423969 SUCCESS  82
101001100  262  241  222  221  255  247  256  212 11.240417 0.188445 SUCCESS  83
101010000  221  258  247  229  262  233  222  226  9.429240 0.307389 SUCCESS  84
101010100  245  229  232  234  280  235  252  245  8.101044 0.423663 SUCCESS  85
101011000  237  248  241  268  228  228  244  245  4.941547 0.763805 SUCCESS  86
101011100  211  234  214  240  261  244  257  271 13.968833 0.082581 SUCCESS  87
101100000  239  224  231  267  259  249  243  235  6.170181 0.628176 SUCCESS  88
101100100  241  247  267  230  236  223  248  265  7.218757 0.513225 SUCCESS  89
101101000  238  239  226  252  212  240  225  246  7.933695 0.439974 SUCCESS  90
101101100  256  269  255  234  262  262  214  236 10.986217 0.202481 SUCCESS  91
101110000  262  266  256  234  258  225  256  253  7.709152 0.462384 SUCCESS  92
101110100  252  247  238  245  223  263  251  269  6.681759 0.571325 SUCCESS  93
101111000  257  239  237  254  224  252  261  247  4.661927 0.793023 SUCCESS  94
101111100  219  247  257  231  239  209  231  230 11.055063 0.198599 SUCCESS  95
110000000  237  244  238  254  245  253  234  250  1.704730 0.988765 SUCCESS  96
110000010  251  230  254  244  234  250  280  260  8.559664 0.380791 SUCCESS  97
110000100  241  275  230  257  256  241  250  230  7.257947 0.509075 SUCCESS  98
110001000  211  233  276  228  234  243  248  230 11.927817 0.154454 SUCCESS  99
110001010  241  234  245  249  218  223  265  253  7.541803 0.479456 SUCCESS 100
110010000  249  254  258  253  257  255  243  235  3.224636 0.919480 SUCCESS 101
110010010  229  244  271  240  251  241  236  244  4.622737 0.797032 SUCCESS 102
110010100  229  242  242  251  227  253  234  231  3.948048 0.861780 SUCCESS 103
110011000  258  232  244  273  253  255  215  238  9.558459 0.297393 SUCCESS 104
110011010  252  246  266  239  267  231  241  252  5.667077 0.684467 SUCCESS 105
110100000  268  244  241  245  232  251  265  228  6.230554 0.621424 SUCCESS 106
110100010  255  216  241  255  214  238  260  257 10.168539 0.253395 SUCCESS 107
110100100  255  269  222  249  239  250  265  263  8.910248 0.349924 SUCCESS 108
110101000  221  254  239  240  231  256  217  240  7.378692 0.496379 SUCCESS 109
110101010  254  239  231  237  278  216  247  250  9.863499 0.274738 SUCCESS 110
110101100  238  245  255  267  235  238  246  249  3.507434 0.898612 SUCCESS 111
110110000  262  228  220  262  263  233  242  224 10.043557 0.261982 SUCCESS 112
110110010  242  243  259  240  224  246  219  263  6.948670 0.542181 SUCCESS 113
110110100  236  241  232  255  219  237  249  262  5.788881 0.670867 SUCCESS 114
110111000  255  245  294  217  232  230  249  257 16.431398 0.036606 SUCCESS 115
110111010  250  247  254  250  233  253  252  258  2.677046 0.952963 SUCCESS 116
110111100  243  251  221  267  232  241  226  215 10.338006 0.242099 SUCCESS 117
111000000  254  257  253  232  242  230  231  271  6.726244 0.566436 SUCCESS 118
111000010  234  276  226  240  223  241  274  223 13.806780 0.086943 SUCCESS 119
111000100  245  254  252  206  241  249  236  248  7.322556 0.502265 SUCCESS 120
111000110  251  250  263  236  249  249  266  231  5.094067 0.747476 SUCCESS 121
111001000  224  264  225  225  266  253  241  249  8.991804 0.342988 SUCCESS 122
111001010  219  205  233  244  273  236  254  221 16.175079 0.039942 SUCCESS 123
111001100  247  233  237  249  267  259  222  211 10.752141 0.216143 SUCCESS 124
111010000  253  234  269  270  271  239  255  233 10.422740 0.236599 SUCCESS 125
111010010  235  265  229  231  240  262  278  248 10.249036 0.247980 SUCCESS 126
111010100  220  252  231  247  246  241  236  226  5.221167 0.733697 SUCCESS 127
111010110  230  234  246  243  228  252  239  277  7.354331 0.498930 SUCCESS 128
111011000  255  217  239  248  232  225  238  232  6.747428 0.564112 SUCCESS 129
111011010  242  239  228  249  237  258  238  249  2.623029 0.955747 SUCCESS 130
111011100  272  237  277  236  253  254  234  257 10.249036 0.247980 SUCCESS 131
111100000  250  242  263  253  224  241  236  279  9.198342 0.325842 SUCCESS 132
111100010  243  239  223  232  226  262  252  237  5.853490 0.663639 SUCCESS 133
111100100  227  244  245  240  249  257  217  241  5.279421 0.727336 SUCCESS 134
111100110  234  244  244  275  253  247  233  241  5.407581 0.713256 SUCCESS 135
111101000  278  246  252  242  265  229  262  235  9.680263 0.288188 SUCCESS 136
111101010  222  262  230  252  266  256  227  249  8.503528 0.385890 SUCCESS 137
111101100  256  230  257  231  213  232  251  251  8.002541 0.433222 SUCCESS 138
111101110  242  229  285  253  255  264  245  257 11.280665 0.186298 SUCCESS 139
111110000  222  249  222  246  234  213  242  255  9.322264 0.315844 SUCCESS 140
111110010  239  244  234  250  251  249  228  250  2.240669 0.972730 SUCCESS 141
111110100  277  250  275  233  249  251  267  222 13.879863 0.084951 SUCCESS 142
111110110  259  211  244  248  246  232  264  273 11.493558 0.175270 SUCCESS 143
111111000  221  240  229  224  246  243  218  260  9.002396 0.342094 SUCCESS 144
111111010  274  246  248  238  256  261  246  242  5.856668 0.663283 SUCCESS 145
111111100  241  241  236  244  241  247  204  244  7.260065 0.508851 SUCCESS 146
111111110  238  218  234  262  243  242  200  226 14.503713 0.069545 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  240  228  254  244  254  227  226  235  4.987091 0.758955 SUCCESS   0
000000011  238  248  250  234  273  216  222  247  9.795712 0.279658 SUCCESS   1
000000101  273  213  232  267  237  217  248  258 14.688008 0.065504 SUCCESS   2
000000111  225  252  248  243  229  240  236  244  3.202393 0.921021 SUCCESS   3
000001001  235  237  271  248  231  254  235  243  5.192570 0.736810 SUCCESS   4
000001011  252  240  254  255  247  253  248  259  2.618792 0.955961 SUCCESS   5
000001101  261  244  262  255  265  248  237  228  6.287749 0.615034 SUCCESS   6
000001111  219  270  232  264  222  240  228  256 11.652433 0.167398 SUCCESS   7
000010001  234  255  268  230  232  250  221  236  7.510028 0.482731 SUCCESS   8
000010011  224  247  242  257  238  241  218  240  5.636361 0.687890 SUCCESS   9
000010101  249  224  239  238  231  231  258  263  5.871496 0.661624 SUCCESS  10
000010111  264  241  251  244  256  239  252  251  3.086944 0.928783 SUCCESS  11
000011001  220  256  238  266  249  273  236  245  9.165507 0.328527 SUCCESS  12
000011011  248  262  264  251  261  245  260  216  8.919781 0.349108 SUCCESS  13
000011101  257  260  236  215  223  236  219  244 10.488408 0.232404 SUCCESS  14
000011111  248  243  220  255  232  255  236  253  4.773139 0.781525 SUCCESS  15
000100011  246  214  246  220  243  257  228  229  9.118904 0.332365 SUCCESS  16
000100101  249  245  266  235  245  252  228  219  6.526062 0.588518 SUCCESS  17
000100111  232  253  264  244  249  244  240  231  3.532854 0.896625 SUCCESS  18
000101001  259  266  223  225  268  238  234  250  9.559518 0.297312 SUCCESS  19
